,Country Name,Country Code,Indicator Name,Indicator Code,year,hosp_per_1000
107,India,IND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.458986908197403
108,Not classified,INX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
109,Ireland,IRL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
110,"Iran, Islamic Rep.",IRN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.92567503452301
111,Iraq,IRQ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.85803997516632
112,Iceland,ISL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,9.80000019073486
113,Israel,ISR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,6.73793745040894
114,Italy,ITA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,8.89999961853027
115,Jamaica,JAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.145488262176509
116,Jordan,JOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.60545015335083
117,Japan,JPN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,9.0
118,Kazakhstan,KAZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
119,Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.25048005580902
120,Kyrgyz Republic,KGZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
121,Cambodia,KHM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.746548891067505
122,Kiribati,KIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,6.36363649368286
123,St. Kitts and Nevis,KNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.8627450466156
124,"Korea, Rep.",KOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
125,Kuwait,KWT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,6.79856109619141
126,Latin America & Caribbean (excluding high income),LAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.36439866941817
127,Lao PDR,LAO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.472209453582764
128,Lebanon,LBN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.58133935928345
129,Liberia,LBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.322425365448
130,Libya,LBY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.7553744316101096
131,St. Lucia,LCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.28042554855347
132,Latin America & Caribbean,LCN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.43112064696699
133,Least developed countries: UN classification,LDC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.27344621069723
134,Low income,LIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.32242467500254
135,Liechtenstein,LIE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
136,Sri Lanka,LKA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.1388411521911603
137,Lower middle income,LMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.7100965852398509
138,Low & middle income,LMY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
139,Lesotho,LSO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.1037204265594498
140,Late-demographic dividend,LTE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
141,Lithuania,LTU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
142,Luxembourg,LUX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
143,Latvia,LVA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
144,"Macao SAR, China",MAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,10.1213865280151
145,St. Martin (French part),MAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
146,Morocco,MAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.5984001159668002
147,Monaco,MCO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
148,Moldova,MDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
149,Madagascar,MDG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.4061858654022203
150,Maldives,MDV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
151,Middle East & North Africa,MEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.9331006354810405
152,Mexico,MEX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
153,Marshall Islands,MHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
154,Middle income,MIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
155,North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
156,Mali,MLI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.6685057282447809
157,Malta,MLT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,9.2583589553833
158,Myanmar,MMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.663009285926819
159,Middle East & North Africa (excluding high income),MNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.84397601817328
160,Montenegro,MNE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
161,Mongolia,MNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,8.681960105896
162,Northern Mariana Islands,MNP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
163,Mozambique,MOZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.808872818946838
164,Mauritania,MRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.20484359562397
165,Mauritius,MUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.71666669845581
166,Malawi,MWI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.11873054504395
167,Malaysia,MYS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.72813272476196
168,North America,NAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,8.92944373833657
169,Namibia,NAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
170,New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
171,Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.409490883350372
172,Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.418167114257813
173,Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.15823602676392
174,Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
175,Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
176,Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.115763798356056
177,Nauru,NRU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
178,New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,11.6999998092651
179,OECD members,OED,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,8.744213162474031
180,Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.33512544631958
181,Other small states,OSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
182,Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.55726158618927
183,Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.775310754776
184,Peru,PER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.411438941955569
185,Philippines,PHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.838957667350769
186,Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
187,Papua New Guinea,PNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
188,Poland,POL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.59999990463257
189,Pre-demographic dividend,PRE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.42186305618065
190,Puerto Rico,PRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
191,"Korea, Dem. People’s Rep.",PRK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
192,Portugal,PRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
193,Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.38925075531006
194,West Bank and Gaza,PSE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
195,Pacific island small states,PSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.7797932398333085
196,Post-demographic dividend,PST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,9.28815367493373
197,French Polynesia,PYF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
198,Qatar,QAT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
199,Romania,ROU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,7.27327060699463
200,Russian Federation,RUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
201,Rwanda,RWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
202,South Asia,SAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.506308440118216
203,Saudi Arabia,SAU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.7747239470481869
204,Sudan,SDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.00650095939636
205,Senegal,SEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.31314718723297
206,Singapore,SGP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.39246654510498
207,Solomon Islands,SLB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,7.33050870895386
208,Sierra Leone,SLE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.772869229316711
209,El Salvador,SLV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.18347549438477
210,San Marino,SMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
211,Somalia,SOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.3553191423416102
212,Serbia,SRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
213,Sub-Saharan Africa (excluding high income),SSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.39811416941745
214,South Sudan,SSD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
215,Sub-Saharan Africa,SSF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.3992890315360302
216,Small states,SST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.57515411748174
217,Sao Tome and Principe,STP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,40.315456390380895
218,Suriname,SUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,6.51034498214722
219,Slovak Republic,SVK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
220,Slovenia,SVN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
221,Sweden,SWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,14.1999998092651
222,Eswatini,SWZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.94478523731232
223,Sint Maarten (Dutch part),SXM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
224,Seychelles,SYC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,7.098321437835691
225,Syrian Arab Republic,SYR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.07673752307892
226,Turks and Caicos Islands,TCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
227,Chad,TCD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.697454333305359
228,East Asia & Pacific (IDA & IBRD countries),TEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
229,Europe & Central Asia (IDA & IBRD countries),TEC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
230,Togo,TGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.26509189605713
231,Thailand,THA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.7400348782539371
232,Tajikistan,TJK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
233,Turkmenistan,TKM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,3.38531553524795
235,Timor-Leste,TLS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
236,Middle East & North Africa (IDA & IBRD countries),TMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.84397601817328
237,Tonga,TON,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.5
238,South Asia (IDA & IBRD),TSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.506308440118216
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.3992890315360302
240,Trinidad and Tobago,TTO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,5.58956098556519
241,Tunisia,TUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,2.4676616191864
242,Turkey,TUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.70000004768372
243,Tuvalu,TUV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
244,Tanzania,TZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.4904458522796598
245,Uganda,UGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.4807984828949
246,Ukraine,UKR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
247,Upper middle income,UMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
248,Uruguay,URY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,5.5118203163147
249,United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,9.19999980926514
250,Uzbekistan,UZB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
251,St. Vincent and the Grenadines,VCT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,4.8249998092651385
252,"Venezuela, RB",VEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
253,British Virgin Islands,VGB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
254,Virgin Islands (U.S.),VIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
255,Vietnam,VNM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
256,Vanuatu,VUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,5.43076944351196
257,World,WLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
258,Samoa,WSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,5.0
259,Kosovo,XKX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,
